frame,xmin,xmax,ymin,ymax,class_id
0762.jpg,111,134,1,31,1
0763.jpg,38,71,234,266,2
0763.jpg,38,68,221,239,1
0763.jpg,31,43,221,250,1
0764.jpg,78,123,35,53,1
0764.jpg,77,123,24,42,1
0764.jpg,73,118,9,33,1
0764.jpg,66,117,1,10,1
0765.jpg,258,277,99,148,1
0765.jpg,277,293,98,150,1
0766.jpg,209,251,250,298,1
0766.jpg,222,259,248,298,1
0766.jpg,233,269,244,291,1
0767.jpg,223,267,67,85,1
0767.jpg,220,264,51,73,1
0767.jpg,218,267,37,57,1
0767.jpg,217,262,17,42,1
0767.jpg,211,258,3,18,1
0768.jpg,101,155,156,167,1
0768.jpg,98,147,166,178,1
0768.jpg,186,229,232,257,1
0768.jpg,267,299,224,254,1
0768.jpg,265,298,156,208,1
0768.jpg,90,151,174,206,2
0769.jpg,107,170,21,44,1
0769.jpg,129,165,40,58,2
0770.jpg,216,240,135,155,1
0770.jpg,198,226,145,165,1
0770.jpg,266,290,107,141,1
0770.jpg,73,110,236,258,1
0772.jpg,111,201,1,45,2
0772.jpg,157,178,73,108,1
0772.jpg,151,172,71,104,1
0772.jpg,145,162,66,100,1
0772.jpg,143,160,64,96,1
0772.jpg,136,156,62,98,1
0772.jpg,133,151,61,94,1
0772.jpg,130,146,58,89,1
0772.jpg,125,140,56,87,1
0772.jpg,120,138,56,84,1
0772.jpg,112,135,52,82,1
0772.jpg,107,126,49,80,1
0772.jpg,99,119,48,77,1
0772.jpg,92,116,42,74,1
0772.jpg,86,109,38,72,1
0772.jpg,79,104,35,69,1
0772.jpg,75,96,32,67,1
0773.jpg,158,171,101,128,1
0773.jpg,109,137,53,79,1
0774.jpg,212,242,210,229,2
0774.jpg,243,274,210,219,1
0774.jpg,260,290,227,244,1
0774.jpg,193,217,230,256,1
0776.jpg,53,80,276,299,1
0776.jpg,69,100,265,298,1
0776.jpg,84,111,256,293,1
0776.jpg,97,122,246,285,1
0776.jpg,112,133,240,274,1
0776.jpg,1,70,181,214,1
0776.jpg,15,57,147,163,1
0777.jpg,228,272,168,193,1
0778.jpg,190,252,219,236,1
0778.jpg,184,247,232,244,1
0779.jpg,39,61,28,56,1
0779.jpg,74,91,41,79,1
0779.jpg,66,81,40,97,1
0779.jpg,86,96,42,73,1
0779.jpg,49,73,65,107,2
0780.jpg,81,126,20,54,1
0780.jpg,77,124,15,49,1
0780.jpg,73,122,10,42,1
0780.jpg,12,54,29,62,2
0781.jpg,135,214,203,267,2
0781.jpg,146,197,190,207,1
0782.jpg,15,44,219,256,1
0782.jpg,7,38,224,262,1
0782.jpg,1,29,234,268,1
0782.jpg,1,21,244,279,1
0783.jpg,110,138,126,173,1
0783.jpg,89,115,117,168,1
0784.jpg,190,232,98,148,1
0785.jpg,65,84,185,221,1
0785.jpg,94,132,257,299,2
0785.jpg,53,102,225,299,2
0786.jpg,124,179,34,73,1
0787.jpg,34,58,57,88,1
0787.jpg,4,30,73,108,1
0788.jpg,82,109,94,127,1
0789.jpg,101,138,46,82,1
0790.jpg,151,195,127,155,1
0790.jpg,99,138,127,170,1
0791.jpg,200,259,1,36,2
0792.jpg,100,115,49,80,1
0792.jpg,31,56,66,93,1
0792.jpg,12,40,96,136,2
0793.jpg,107,148,11,39,1
0793.jpg,138,172,2,30,1
0795.jpg,113,165,50,108,1
0796.jpg,74,99,66,97,1
0796.jpg,92,110,68,99,1
0796.jpg,39,70,116,163,1
0796.jpg,53,74,132,167,1
0796.jpg,66,85,133,168,1
0797.jpg,92,155,224,245,1
0797.jpg,95,159,236,257,1
0798.jpg,23,66,221,270,1
0798.jpg,44,83,197,243,2
0800.jpg,133,139,213,255,2
0800.jpg,140,146,216,256,2
0800.jpg,144,153,214,258,2
0800.jpg,149,160,214,257,2
0800.jpg,157,166,215,258,1
0800.jpg,164,173,221,258,1
0800.jpg,170,180,229,260,1
0800.jpg,58,112,140,180,2
0801.jpg,23,39,102,131,1
0803.jpg,137,180,223,250,1
0803.jpg,141,187,236,267,1
0803.jpg,149,197,253,279,1
0803.jpg,154,203,264,291,1
0803.jpg,157,208,281,299,1
0803.jpg,118,152,245,299,1
0804.jpg,288,299,21,61,1
0806.jpg,58,88,54,90,1
0807.jpg,109,128,52,94,1
0808.jpg,71,104,243,290,1
0808.jpg,81,119,258,299,2
0808.jpg,181,212,45,80,2
0808.jpg,163,193,73,96,1
0809.jpg,260,275,166,196,1
0810.jpg,76,132,203,236,1
0810.jpg,61,129,181,220,1
0810.jpg,104,147,221,252,1
0810.jpg,78,144,219,248,1
0810.jpg,133,168,188,215,1
0811.jpg,163,227,88,117,1
0811.jpg,164,231,68,99,1
0811.jpg,160,226,50,78,1
0811.jpg,157,224,34,61,1
0812.jpg,161,203,219,241,1
0812.jpg,146,198,226,248,1
0812.jpg,140,193,233,257,1
0813.jpg,1,32,179,215,1
0813.jpg,49,91,181,221,1
0813.jpg,106,129,142,171,1
0813.jpg,5,37,273,299,1
0814.jpg,156,184,99,135,1
0814.jpg,215,254,114,165,1
0814.jpg,191,213,151,186,1
0814.jpg,207,227,134,175,1
0814.jpg,214,240,127,171,2
0815.jpg,179,210,1,61,1
0815.jpg,164,197,1,59,1
0815.jpg,190,220,1,63,1
0816.jpg,104,151,118,161,1
0816.jpg,24,78,1,42,2
0816.jpg,59,102,132,165,2
0817.jpg,151,204,165,201,1
0817.jpg,147,198,179,211,1
0817.jpg,138,193,190,225,1
0817.jpg,136,189,205,242,1
0817.jpg,217,274,203,224,1
0818.jpg,230,268,86,105,1
0818.jpg,233,271,98,120,1
0819.jpg,95,151,192,254,1
0820.jpg,147,174,79,104,1
0821.jpg,104,121,100,137,1
0822.jpg,86,129,138,193,1
0823.jpg,240,292,184,213,1
0823.jpg,247,296,173,202,1
0823.jpg,250,299,164,194,1
0824.jpg,224,281,173,195,1
0824.jpg,223,283,189,211,1
0824.jpg,226,276,207,221,1
0825.jpg,97,117,118,187,1
0825.jpg,84,104,118,181,1
0825.jpg,30,86,116,177,2
0826.jpg,136,180,150,192,1
0826.jpg,133,170,157,200,1
0827.jpg,64,110,22,78,1
0827.jpg,95,137,4,62,1
0827.jpg,132,168,62,87,1
0827.jpg,156,177,87,113,1
0828.jpg,165,217,234,277,1
0829.jpg,20,132,1,53,2
0830.jpg,274,299,132,157,1
0830.jpg,212,247,92,127,1
0830.jpg,199,223,103,138,1
0830.jpg,10,47,104,140,1
0830.jpg,234,277,164,184,1
0831.jpg,239,275,33,63,1
0831.jpg,237,277,47,73,1
0831.jpg,233,268,56,83,1
0832.jpg,90,128,153,198,1
0833.jpg,177,188,36,54,1
0834.jpg,113,139,94,123,1
0835.jpg,220,262,228,276,1
0835.jpg,229,271,232,286,1
0835.jpg,237,281,241,289,1
0836.jpg,30,56,16,56,1
0837.jpg,37,67,222,260,1
0838.jpg,115,153,91,114,1
0838.jpg,150,178,84,117,1
0838.jpg,203,229,254,282,1
0839.jpg,17,52,1,72,1
0840.jpg,1,23,33,88,1
0841.jpg,209,270,23,55,1
0841.jpg,214,277,34,70,1
0841.jpg,218,287,48,83,1
0841.jpg,282,299,32,68,1
0842.jpg,39,69,250,288,1
0843.jpg,182,231,96,142,1
0843.jpg,193,241,92,129,1
0843.jpg,213,277,71,95,1
0843.jpg,208,266,80,107,1
0843.jpg,253,288,87,142,1
0843.jpg,260,297,104,156,1
0843.jpg,185,216,62,77,1
0843.jpg,169,209,64,87,1
0844.jpg,93,132,122,174,1
0844.jpg,110,150,113,165,1
0844.jpg,74,143,93,132,1
0844.jpg,63,120,87,121,1
0846.jpg,39,91,238,261,1
0846.jpg,32,88,253,276,1
0846.jpg,23,78,270,291,1
0847.jpg,132,187,17,57,1
0847.jpg,177,230,6,31,1
0848.jpg,178,231,72,131,1
0848.jpg,167,220,88,150,1
0849.jpg,172,193,217,232,1
0850.jpg,174,231,45,84,1
0850.jpg,183,239,58,96,1
0850.jpg,187,244,67,104,1
0850.jpg,158,215,19,61,1
0851.jpg,260,299,82,138,1
0852.jpg,1,65,74,104,1
0853.jpg,225,256,19,72,1
0853.jpg,236,266,7,67,1
0853.jpg,242,277,1,51,1
0853.jpg,256,292,1,50,1
0854.jpg,134,209,266,299,1
0855.jpg,141,202,1,38,1
0856.jpg,183,232,111,133,1
0856.jpg,198,260,50,85,2
0857.jpg,98,137,1,35,1
0857.jpg,82,126,1,48,1
0858.jpg,230,270,95,155,1
0858.jpg,252,299,89,173,1
0858.jpg,177,228,1,50,1
0859.jpg,127,189,18,42,1
0859.jpg,133,193,2,28,1
0860.jpg,236,287,97,134,1
0860.jpg,243,295,108,145,1
0860.jpg,249,297,118,154,1
0860.jpg,254,299,131,164,1
0860.jpg,260,299,148,179,1
0860.jpg,272,299,162,187,1
0861.jpg,205,229,175,204,1
0862.jpg,154,175,135,154,1
0863.jpg,210,226,24,75,1
0863.jpg,176,210,24,65,1
0863.jpg,142,223,87,114,1
0863.jpg,141,220,129,156,1
0863.jpg,138,222,109,131,1
0863.jpg,139,220,152,173,1
0864.jpg,6,28,84,138,1
0865.jpg,146,183,132,149,1
0866.jpg,82,111,166,188,1
0867.jpg,19,44,90,117,1
0867.jpg,63,79,1,50,1
0869.jpg,260,299,10,48,1
0870.jpg,7,60,4,39,1
0871.jpg,209,240,7,36,1
0871.jpg,227,252,37,59,1
0871.jpg,161,201,83,101,1
0872.jpg,183,218,42,79,1
0872.jpg,180,196,81,108,1
0873.jpg,91,130,4,57,1
0874.jpg,147,200,67,139,2
0875.jpg,253,299,54,152,2
0876.jpg,218,251,214,252,1
0876.jpg,247,289,231,275,1
0876.jpg,238,278,238,283,1
0876.jpg,229,270,250,293,1
0876.jpg,221,262,253,299,1
0877.jpg,37,106,81,117,1
0878.jpg,253,299,7,59,2
0879.jpg,202,255,23,62,1
0879.jpg,175,231,27,65,1
0879.jpg,267,291,173,226,1
0879.jpg,271,293,124,171,1
0879.jpg,280,299,168,221,1
0880.jpg,187,219,199,231,1
0880.jpg,234,261,199,213,1
0880.jpg,237,261,211,227,1
0881.jpg,251,282,116,161,1
0881.jpg,159,201,183,237,1
0881.jpg,185,217,199,238,1
0881.jpg,158,197,237,286,1
0881.jpg,135,175,237,290,1
0882.jpg,79,127,1,50,1
0882.jpg,41,80,104,161,1
0882.jpg,99,129,156,209,1
0882.jpg,125,146,248,299,1
0884.jpg,7,37,105,114,1
0884.jpg,11,40,115,125,1
0884.jpg,1,38,125,141,1
0885.jpg,266,299,138,169,1
0885.jpg,269,295,157,175,1
0886.jpg,253,283,19,73,1
0887.jpg,76,106,1,76,1
0889.jpg,87,170,99,153,2
0890.jpg,43,98,196,264,1
0890.jpg,273,299,112,164,1
0890.jpg,30,73,213,264,1
0890.jpg,1,35,228,278,1
0890.jpg,1,32,1,37,2
0891.jpg,17,57,112,160,1
0891.jpg,1,39,106,167,1
0891.jpg,1,24,124,169,1
0891.jpg,15,77,164,202,2
0892.jpg,96,158,55,114,2
0892.jpg,20,73,140,201,2
0892.jpg,4,20,175,197,1
0893.jpg,258,299,53,91,1
0894.jpg,127,169,158,211,1
0894.jpg,140,184,153,205,1
0895.jpg,237,283,1,55,2
0895.jpg,11,64,192,251,2
0897.jpg,233,299,2,61,2
0898.jpg,1,41,256,299,2
0899.jpg,21,54,57,106,1
0900.jpg,10,79,62,138,2
0900.jpg,216,238,10,46,1
0900.jpg,249,298,1,41,2
0901.jpg,41,80,1,23,2
0902.jpg,163,202,114,148,1
0903.jpg,31,92,89,128,1
0903.jpg,45,100,105,141,1
0903.jpg,10,81,49,109,2
0904.jpg,114,198,73,139,2
0905.jpg,1,125,84,103,1
0905.jpg,1,129,105,117,1
0905.jpg,1,126,118,134,1
0905.jpg,1,122,130,149,1
0905.jpg,1,42,210,230,1
0905.jpg,1,43,224,240,1
0906.jpg,93,129,252,279,1
0907.jpg,1,63,131,180,1
0907.jpg,1,54,156,197,1
0908.jpg,197,270,186,259,1
0909.jpg,190,263,46,96,1
0910.jpg,93,138,4,48,1
0910.jpg,102,144,1,41,1
0912.jpg,90,118,24,75,1
0912.jpg,81,98,41,75,1
0913.jpg,1,16,100,113,1
0913.jpg,1,19,104,116,1
0913.jpg,1,23,107,121,1
0914.jpg,13,43,236,299,1
0914.jpg,33,60,230,291,1
0914.jpg,1,51,206,221,1
0914.jpg,1,60,193,207,1
0915.jpg,252,282,20,65,1
0916.jpg,29,78,232,263,1
0916.jpg,68,88,249,282,1
0917.jpg,160,218,137,185,1
0917.jpg,167,224,128,176,1
0918.jpg,76,120,107,129,1
0918.jpg,72,118,124,148,1
0919.jpg,202,267,1,41,1
0919.jpg,272,299,26,53,1
0920.jpg,181,220,33,60,1
0921.jpg,124,150,73,122,1
0921.jpg,115,139,68,114,1
0921.jpg,66,111,90,111,1
0921.jpg,57,102,99,122,1
0921.jpg,63,100,165,201,1
0921.jpg,68,110,178,213,1
0921.jpg,14,51,177,217,1
0921.jpg,7,46,164,209,1
0922.jpg,197,218,185,224,1
0923.jpg,15,53,228,257,1
0924.jpg,1,36,188,232,1
0925.jpg,33,73,249,293,1
0926.jpg,147,193,149,204,1
0926.jpg,163,201,151,193,1
0927.jpg,11,51,157,218,1
0929.jpg,55,79,186,243,1
0930.jpg,110,147,242,272,1
0930.jpg,73,108,210,242,1
0931.jpg,99,162,59,94,1
0931.jpg,160,220,77,113,1
0931.jpg,249,299,124,171,1
0931.jpg,152,218,110,152,1
0931.jpg,114,163,93,124,1
0932.jpg,210,260,131,207,1
0932.jpg,177,232,132,205,1
0934.jpg,162,204,248,268,1
0934.jpg,160,212,256,273,1
0934.jpg,159,212,261,285,1
0934.jpg,193,263,195,250,2
0935.jpg,246,279,69,94,1
0936.jpg,152,188,38,71,1
0936.jpg,157,193,49,77,1
0936.jpg,136,183,24,67,1
0937.jpg,113,144,119,149,1
0937.jpg,109,132,197,225,1
0937.jpg,132,214,113,219,2
0938.jpg,233,259,161,184,1
0939.jpg,124,168,203,228,1
0940.jpg,92,134,75,126,1
0940.jpg,90,140,120,150,1
0940.jpg,118,156,84,132,2
0941.jpg,31,53,23,70,1
0941.jpg,47,72,16,64,1
0942.jpg,218,295,216,265,1
0942.jpg,231,299,186,226,1
0942.jpg,48,123,258,291,1
0943.jpg,201,263,277,299,1
0944.jpg,64,138,23,61,2
0945.jpg,107,153,199,273,1
0946.jpg,207,263,1,30,1
0950.jpg,158,192,33,67,1
0951.jpg,133,167,190,228,1
0953.jpg,89,126,102,156,1
0953.jpg,93,135,88,137,1
0954.jpg,94,138,81,137,1
0954.jpg,119,158,86,125,1
0955.jpg,167,227,198,221,1
0955.jpg,166,227,231,255,1
0955.jpg,175,235,270,295,1
0956.jpg,208,264,175,207,1
0956.jpg,224,262,153,167,1
0957.jpg,149,201,135,153,1
0957.jpg,129,180,230,271,1
0958.jpg,20,52,7,62,1
0958.jpg,8,33,5,60,1
0958.jpg,1,23,3,58,1
0960.jpg,96,167,4,34,1
0961.jpg,23,144,139,182,2
0962.jpg,107,131,10,64,1
0962.jpg,126,151,40,73,1
0963.jpg,102,127,228,285,1
0963.jpg,121,149,230,289,1
0964.jpg,77,124,170,219,1
0966.jpg,158,269,147,174,1
0967.jpg,61,130,158,184,1
0968.jpg,205,245,79,106,1
0968.jpg,227,283,70,109,1
0968.jpg,238,295,100,134,1
0969.jpg,53,152,28,92,2
0969.jpg,205,282,222,273,1
0970.jpg,86,134,150,197,1
0970.jpg,122,149,134,165,1
0970.jpg,144,174,124,154,1
0971.jpg,272,299,150,198,1
0972.jpg,192,247,218,290,1
0972.jpg,205,278,232,299,1
0975.jpg,220,299,113,158,1
0976.jpg,187,240,44,91,1
0976.jpg,218,253,87,114,1
0977.jpg,233,285,231,271,1
0978.jpg,73,147,13,58,1
0979.jpg,47,107,3,16,1
0979.jpg,51,106,11,25,1
0979.jpg,51,107,25,37,1
0979.jpg,51,106,38,53,1
0980.jpg,136,249,44,94,2
0980.jpg,241,290,229,270,1
0980.jpg,250,297,244,290,1
0981.jpg,62,125,271,299,1
0983.jpg,154,171,122,148,1
0983.jpg,159,178,117,145,1
0983.jpg,165,184,113,141,1
0983.jpg,173,190,108,137,1
0983.jpg,178,196,105,136,1
0983.jpg,183,202,100,128,1
0983.jpg,170,188,149,175,1
0983.jpg,177,193,146,171,1
0983.jpg,184,202,141,168,1
0983.jpg,190,207,139,164,1
0983.jpg,197,215,136,161,1
0983.jpg,203,218,129,155,1
0983.jpg,198,224,160,179,1
0984.jpg,67,120,99,135,1
0984.jpg,56,102,82,115,1
0984.jpg,84,138,121,149,2
0985.jpg,168,240,153,184,2
0986.jpg,1,34,218,259,2
0987.jpg,84,127,60,105,1
0987.jpg,93,139,53,97,1
0987.jpg,108,154,49,99,1
0987.jpg,115,160,43,88,1
0988.jpg,1,33,227,284,1
0989.jpg,132,172,276,299,1
0990.jpg,159,200,59,111,1
0991.jpg,189,246,82,125,1
0992.jpg,177,274,132,196,2
0993.jpg,1,39,7,37,1
0994.jpg,230,288,177,216,1
0994.jpg,151,184,1,42,1
0994.jpg,187,205,1,37,1
0994.jpg,193,222,1,41,1
0995.jpg,71,160,185,257,2
0996.jpg,22,76,138,171,1
0996.jpg,14,54,181,220,1
0996.jpg,60,109,190,240,2
0997.jpg,83,158,142,167,1
0997.jpg,231,279,208,271,1
0998.jpg,156,175,24,67,1
0998.jpg,49,73,218,265,1
0998.jpg,169,224,140,178,1
0999.jpg,26,72,61,101,1
0999.jpg,10,53,49,88,1
0999.jpg,1,42,37,77,1
0999.jpg,206,266,34,65,1
1000.jpg,4,84,54,131,2
1000.jpg,34,104,233,299,2
1001.jpg,81,117,157,200,2
1001.jpg,55,69,128,177,1
1001.jpg,64,80,134,185,1
1001.jpg,112,150,168,186,1
1001.jpg,110,148,191,214,1
1001.jpg,50,85,49,77,1
1001.jpg,266,292,1,39,1
1002.jpg,161,221,88,123,1
1002.jpg,241,263,188,240,1
1002.jpg,255,278,186,241,1
1002.jpg,207,230,147,212,2
1002.jpg,206,255,58,107,2
1003.jpg,81,135,54,98,1
1003.jpg,90,138,24,62,1
1003.jpg,209,269,49,83,2
1004.jpg,169,192,134,174,1
1005.jpg,1,28,112,155,1
1005.jpg,158,194,244,279,1
1005.jpg,170,201,249,276,1
1005.jpg,180,208,243,268,1
1007.jpg,168,201,221,267,1
1008.jpg,101,150,119,142,1
1008.jpg,99,147,141,159,1
1009.jpg,170,202,231,287,1
1009.jpg,151,177,235,291,1
1010.jpg,43,94,146,192,1
1010.jpg,76,128,181,227,1
1011.jpg,36,87,72,90,1
1011.jpg,86,143,77,94,1
1011.jpg,158,219,82,96,1
1012.jpg,83,142,87,140,1
1012.jpg,124,166,81,128,1
1012.jpg,146,211,66,160,1
1012.jpg,192,242,159,200,1
1012.jpg,229,284,185,222,1
1012.jpg,245,299,129,166,1
1012.jpg,237,299,54,92,1
1012.jpg,203,245,62,130,1
1012.jpg,17,88,33,105,1
1012.jpg,1,58,1,64,1
1013.jpg,195,299,162,223,2
1014.jpg,23,197,161,262,1
1015.jpg,137,209,138,299,1
1016.jpg,193,256,116,176,1
1018.jpg,57,137,164,265,1
1018.jpg,121,197,142,252,1
1019.jpg,55,171,205,299,1
1019.jpg,48,118,244,299,1
1020.jpg,1,92,141,224,1
1020.jpg,177,299,130,204,1
1020.jpg,163,250,230,299,1
1021.jpg,221,278,19,76,1
1022.jpg,1,64,50,82,1
1022.jpg,1,77,64,105,1
1022.jpg,1,95,76,121,1
1022.jpg,7,97,99,138,1
1023.jpg,167,217,92,156,1
1024.jpg,1,92,96,201,1
1024.jpg,1,125,108,232,1
1024.jpg,1,155,130,290,1
1025.jpg,18,78,53,197,1
1026.jpg,16,71,201,264,1
1027.jpg,137,221,102,156,1
1029.jpg,226,299,81,99,1
1029.jpg,230,299,101,121,1
1029.jpg,224,281,55,81,1
1030.jpg,4,86,122,170,1
1031.jpg,109,149,257,299,1
1032.jpg,67,142,54,74,1
1032.jpg,68,131,27,46,1
1032.jpg,59,133,2,13,1
1033.jpg,1,80,80,123,1
1033.jpg,1,98,97,158,1
1033.jpg,11,129,111,175,1
1033.jpg,26,151,125,194,1
1034.jpg,87,181,191,232,1
1035.jpg,1,86,11,59,1
1036.jpg,62,135,90,226,1
1036.jpg,94,163,92,240,1
1037.jpg,230,299,108,164,1
1037.jpg,240,299,164,211,1
1038.jpg,35,167,13,127,1
1038.jpg,53,187,37,151,1
1039.jpg,42,197,202,263,1
1040.jpg,1,41,181,255,1
1041.jpg,1,55,48,110,1
1042.jpg,131,219,29,124,1
1042.jpg,32,175,67,171,2
1043.jpg,1,50,9,81,1
1043.jpg,239,299,3,45,1
1045.jpg,90,178,63,108,1
1045.jpg,195,284,62,145,2
1048.jpg,81,195,69,142,1
1048.jpg,1,50,139,219,1
1048.jpg,1,30,124,181,1
1048.jpg,20,144,1,70,1
1048.jpg,4,57,1,33,1
1050.jpg,248,295,235,299,1
1052.jpg,177,299,123,179,1
1052.jpg,171,299,176,262,2
